date,station_type,temp,is_holiday,weather,weekday,demand
2024/9/17 5:05,2,24,1,3,2,181
2024/9/17 5:46,1,23.6,1,3,2,186
2024/9/17 6:26,2,24.1,1,3,2,156
2024/9/17 7:08,0,24.2,1,3,2,192
2024/9/17 7:48,3,24.7,1,3,2,228
2024/9/17 8:28,1,25.9,1,3,2,263
2024/9/17 9:10,1,25.7,1,3,2,265
2024/9/17 9:50,0,25.7,1,3,2,195
2024/9/17 10:31,3,26.1,1,3,2,158
2024/9/17 11:12,1,26.8,1,3,2,161
2024/9/17 11:53,3,26.9,1,3,2,175
2024/9/17 12:34,1,27.5,1,3,2,178
2024/9/17 13:15,1,27.7,1,3,2,199
2024/9/17 13:56,1,28.1,1,3,2,269
2024/9/17 14:37,2,28,1,3,2,209
2024/9/17 15:18,3,28.4,1,3,2,234
2024/9/17 15:58,0,28.1,1,3,2,198
2024/9/17 16:39,1,28.2,1,3,2,270
2024/9/17 17:20,2,27.5,1,3,2,172
2024/9/17 18:00,0,28,1,3,2,220
2024/9/17 18:40,1,27.2,1,3,2,166
2024/9/17 19:21,2,27.6,1,3,2,207
2024/9/17 20:01,0,26.9,1,3,2,178
2024/9/17 20:42,1,26.2,1,3,2,150
2024/9/17 21:22,1,26,1,3,2,252
2024/9/17 22:04,0,24.9,1,3,2,190
2024/9/17 22:44,2,25.4,1,3,2,231
2024/9/17 23:24,1,25,1,3,2,266
2024/9/18 0:05,3,24,0,2,3,204
2024/9/18 0:46,2,24.4,0,2,3,314
2024/9/18 1:27,0,23.4,0,2,3,244
2024/9/18 2:07,0,23.2,0,2,3,332
2024/9/18 2:49,1,23.3,0,2,3,286
2024/9/18 3:30,0,22.9,0,2,3,208
2024/9/18 4:11,0,23.7,0,2,3,323
2024/9/18 4:52,1,23.9,0,2,3,232
2024/9/18 5:32,1,23.4,0,2,3,338
2024/9/18 6:13,2,24.7,0,2,3,246
2024/9/18 6:53,1,24.1,0,2,3,258
2024/9/18 7:33,3,24.3,0,2,3,321
2024/9/18 8:14,1,25.5,0,2,3,245
2024/9/18 8:54,2,25,0,2,3,301
2024/9/18 9:34,2,26.2,0,2,3,359
2024/9/18 10:15,2,26.9,0,2,3,186
2024/9/18 10:55,0,26.8,0,2,3,254
2024/9/18 11:36,1,27.7,0,2,3,178
2024/9/18 12:17,0,28,0,2,3,359
2024/9/18 12:58,2,27.4,0,2,3,298
2024/9/18 13:39,2,27.9,0,2,3,235
2024/9/18 14:20,1,28.9,0,2,3,200
2024/9/18 15:00,2,29,0,2,3,391
2024/9/18 15:40,1,27.9,0,2,3,206
2024/9/18 16:22,3,28.3,0,2,3,244
2024/9/18 17:02,0,27.8,0,2,3,263
2024/9/18 17:42,2,27.6,0,2,3,318
2024/9/18 18:22,1,28.3,0,2,3,233
2024/9/18 19:04,0,27.7,0,2,3,185
2024/9/18 19:45,0,27.2,0,2,3,314
2024/9/18 20:26,1,26.8,0,2,3,222
2024/9/18 21:07,1,25.7,0,2,3,339
2024/9/18 21:47,2,25.9,0,2,3,279
2024/9/18 22:28,2,25.4,0,2,3,315
2024/9/18 23:09,0,24.6,0,2,3,240
2024/9/18 23:49,2,25.3,0,2,3,335
2024/9/19 0:29,1,24.7,0,3,4,276
2024/9/19 1:10,1,23.8,0,3,4,266
2024/9/19 1:50,1,24.2,0,3,4,238
2024/9/19 2:31,2,23,0,3,4,197
2024/9/19 3:11,1,23.4,0,3,4,251
2024/9/19 3:52,3,23.3,0,3,4,328
2024/9/19 4:32,2,23.6,0,3,4,319
2024/9/19 5:13,1,24.2,0,3,4,252
2024/9/19 5:54,0,24.2,0,3,4,295
2024/9/19 6:34,2,24.8,0,3,4,301
2024/9/19 7:14,0,25.1,0,3,4,337
2024/9/19 7:55,2,24.4,0,3,4,201
2024/9/19 8:36,1,25.6,0,3,4,294
2024/9/19 9:18,1,25.7,0,3,4,182
2024/9/19 9:58,1,25.5,0,3,4,296
2024/9/19 10:38,2,26.3,0,3,4,213
2024/9/19 11:18,0,27.2,0,3,4,325
2024/9/19 11:59,2,27.3,0,3,4,290
2024/9/19 12:40,0,27.8,0,3,4,223
2024/9/19 13:21,0,28.8,0,3,4,268
2024/9/19 14:03,3,28.4,0,3,4,281
2024/9/19 14:43,0,28.4,0,3,4,247
2024/9/19 15:24,1,28,0,3,4,417
2024/9/19 16:04,1,28.9,0,3,4,197
2024/9/19 16:44,1,28.5,0,3,4,208
2024/9/19 17:25,1,28.1,0,3,4,183
2024/9/19 18:06,3,28.3,0,3,4,319
2024/9/19 18:48,0,27.4,0,3,4,301
2024/9/19 19:28,1,27.9,0,3,4,218
2024/9/19 20:08,1,26.3,0,3,4,250
2024/9/19 20:49,2,26.5,0,3,4,257
2024/9/19 21:30,3,26,0,3,4,196
2024/9/19 22:11,2,24.9,0,3,4,211
2024/9/19 22:51,0,25.5,0,3,4,325
2024/9/19 23:31,1,25.3,0,3,4,254
2024/9/20 0:11,3,23.9,0,0,5,279
2024/9/20 0:53,1,24.5,0,0,5,196
2024/9/20 1:34,0,24.2,0,0,5,321
2024/9/20 2:15,1,23.9,0,0,5,329
2024/9/20 2:56,2,23.1,0,0,5,275
2024/9/20 3:37,0,24,0,0,5,254
2024/9/20 4:18,0,23.2,0,0,5,199
2024/9/20 4:58,1,23.6,0,0,5,194
2024/9/20 5:40,0,24.3,0,0,5,182
2024/9/20 6:21,2,24.4,0,0,5,338
2024/9/20 7:02,1,25.2,0,0,5,321
2024/9/20 7:42,0,24.3,0,0,5,325
2024/9/20 8:23,0,25.8,0,0,5,293
2024/9/20 9:04,3,26.3,0,0,5,336
2024/9/20 9:45,0,25.6,0,0,5,254
2024/9/20 10:27,2,26.9,0,0,5,328
2024/9/20 11:07,3,27.7,0,0,5,274
2024/9/20 11:49,3,26.8,0,0,5,284
2024/9/20 12:30,3,27.9,0,0,5,320
2024/9/20 13:10,1,28,0,0,5,245
2024/9/20 13:51,3,27.9,0,0,5,250
2024/9/20 14:32,0,28.8,0,0,5,209
2024/9/20 15:13,1,29,0,0,5,165
2024/9/20 15:53,1,28.9,0,0,5,220
2024/9/20 16:33,2,29.1,0,0,5,289
2024/9/20 17:13,3,28.4,0,0,5,233
2024/9/20 17:53,0,28.3,0,0,5,420
2024/9/20 18:35,0,28.1,0,0,5,246
2024/9/20 19:16,0,27,0,0,5,286
2024/9/20 19:56,2,26.9,0,0,5,299
2024/9/20 20:37,2,26.3,0,0,5,218
2024/9/20 21:18,1,26.1,0,0,5,183
2024/9/20 21:58,3,25.9,0,0,5,187
2024/9/20 22:38,2,25.5,0,0,5,316
2024/9/20 23:19,0,25.4,0,0,5,242
2024/9/20 23:59,2,25,0,0,5,297
2024/9/21 0:40,0,24.9,0,3,6,213
2024/9/21 1:20,0,24.2,0,3,6,280
2024/9/21 2:02,2,23.8,0,3,6,264
2024/9/21 2:42,1,24.2,0,3,6,225
2024/9/21 3:23,1,23.6,0,3,6,274
2024/9/21 4:03,1,23.9,0,3,6,156
2024/9/21 4:44,3,23.8,0,3,6,247
2024/9/21 5:25,2,23.6,0,3,6,265
2024/9/21 6:05,2,24.8,0,3,6,255
2024/9/21 6:46,0,24.1,0,3,6,181
2024/9/21 7:28,3,24.6,0,3,6,259
2024/9/21 8:08,0,24.9,0,3,6,229
2024/9/21 8:49,0,25.5,0,3,6,234
2024/9/21 9:30,2,26,0,3,6,287
2024/9/21 10:10,1,27.2,0,3,6,160
2024/9/21 10:51,2,26.1,0,3,6,189
2024/9/21 11:31,2,27.6,0,3,6,255
2024/9/21 12:13,1,28.3,0,3,6,287
2024/9/21 12:53,1,27.5,0,3,6,175
2024/9/21 13:34,2,28.3,0,3,6,283
2024/9/21 14:15,0,28.2,0,3,6,283
2024/9/21 14:56,1,29.1,0,3,6,212
2024/9/21 15:36,1,28.6,0,3,6,176
2024/9/21 16:17,2,28.5,0,3,6,268
2024/9/21 16:58,1,29,0,3,6,174
2024/9/21 17:39,0,28,0,3,6,283
2024/9/21 18:20,0,28,0,3,6,335
2024/9/21 19:01,1,26.9,0,3,6,238
2024/9/21 19:41,1,27.4,0,3,6,245
2024/9/21 20:22,2,27.3,0,3,6,240
2024/9/21 21:02,0,25.9,0,3,6,171
2024/9/21 21:44,2,26.6,0,3,6,173
2024/9/21 22:25,3,25.7,0,3,6,273
2024/9/21 23:06,2,24.5,0,3,6,271
2024/9/21 23:47,2,24.9,0,3,6,233
2024/9/22 0:28,0,23.8,0,3,7,284
2024/9/22 1:08,2,23.5,0,3,7,158
2024/9/22 1:49,1,24.2,0,3,7,289
2024/9/22 2:30,1,23.9,0,3,7,268
2024/9/22 3:10,2,24.2,0,3,7,242
2024/9/22 3:51,0,24.1,0,3,7,248
2024/9/22 4:32,0,23.5,0,3,7,208
2024/9/22 5:13,1,24.1,0,3,7,183
2024/9/22 5:54,1,24.5,0,3,7,248
2024/9/22 6:35,1,24.8,0,3,7,226
2024/9/22 7:16,1,25.4,0,3,7,218
2024/9/22 7:57,1,24.9,0,3,7,258
2024/9/22 8:38,2,25.6,0,3,7,227
2024/9/22 9:19,0,26.1,0,3,7,266
2024/9/22 10:00,1,26.7,0,3,7,287
2024/9/22 10:40,2,26.4,0,3,7,171
2024/9/22 11:21,0,27.3,0,3,7,158
2024/9/22 12:01,0,27.7,0,3,7,344
2024/9/22 12:42,0,28.2,0,3,7,266
2024/9/22 13:23,0,28.3,0,3,7,252
2024/9/22 14:03,1,27.9,0,3,7,181
2024/9/22 14:44,1,28.3,0,3,7,223
2024/9/22 15:25,0,28.6,0,3,7,220
2024/9/22 16:05,0,29,0,3,7,234
2024/9/22 16:45,2,28,0,3,7,175
2024/9/22 17:26,2,28.4,0,3,7,237
2024/9/22 18:06,2,28.2,0,3,7,255
2024/9/22 18:47,1,28.4,0,3,7,214
2024/9/22 19:27,0,27.6,0,3,7,181
2024/9/22 20:08,0,27.2,0,3,7,173
2024/9/22 20:48,0,27.3,0,3,7,195
2024/9/22 21:29,3,26.3,0,3,7,172
2024/9/22 22:10,2,25.7,0,3,7,265
2024/9/22 22:51,0,25.5,0,3,7,231
2024/9/22 23:32,1,25.2,0,3,7,230
2024/9/23 0:13,0,22.1,0,1,1,185
2024/9/23 0:53,2,24.2,0,1,1,218
2024/9/23 1:33,2,22,0,1,1,289
2024/9/23 2:13,2,22.6,0,1,1,233
2024/9/23 2:55,0,21.9,0,1,1,252
2024/9/23 3:35,2,22.9,0,1,1,176
2024/9/23 4:17,0,21.2,0,1,1,246
2024/9/23 4:57,2,22.1,0,1,1,235
2024/9/23 5:39,2,22.8,0,1,1,246
2024/9/23 6:19,1,23.3,0,1,1,246
2024/9/23 7:00,0,23.5,0,1,1,257
2024/9/23 7:41,3,24.7,0,1,1,276
2024/9/23 8:22,1,23.4,0,1,1,257
2024/9/23 9:03,0,23.8,0,1,1,184
2024/9/23 9:43,0,25.1,0,1,1,203
2024/9/23 10:25,3,26.5,0,1,1,270
2024/9/23 11:05,1,26.9,0,1,1,190
2024/9/23 11:46,0,24.4,0,1,1,359
2024/9/23 12:27,1,26.6,0,1,1,182
2024/9/23 13:07,0,27,0,1,1,245
2024/9/23 13:48,3,26.4,0,1,1,165
2024/9/23 14:29,1,27,0,1,1,206
2024/9/23 15:11,2,26.7,0,1,1,287
2024/9/23 15:52,2,26.2,0,1,1,277
2024/9/23 16:32,2,27.8,0,1,1,244
2024/9/23 17:13,0,26.9,0,1,1,363
2024/9/23 17:54,0,27.9,0,1,1,346
2024/9/23 18:35,2,26.6,0,1,1,214
2024/9/23 19:16,1,26.3,0,1,1,214
2024/9/23 19:57,1,26.1,0,1,1,215
2024/9/23 20:39,0,25.5,0,1,1,283
2024/9/23 21:20,0,23.9,0,1,1,296
2024/9/23 22:01,0,23.6,0,1,1,214
2024/9/23 22:42,2,25.1,0,1,1,217
2024/9/23 23:23,1,24.1,0,1,1,280
2024/9/24 0:04,1,24,0,0,2,203
2024/9/24 0:45,0,23.9,0,0,2,244
2024/9/24 1:25,2,24.1,0,0,2,333
2024/9/24 2:06,1,24,0,0,2,311
2024/9/24 2:46,1,24.3,0,0,2,193
2024/9/24 3:28,3,23.5,0,0,2,216
2024/9/24 4:09,2,23.6,0,0,2,279
2024/9/24 4:50,2,23.5,0,0,2,240
2024/9/24 5:32,0,23.6,0,0,2,250
2024/9/24 6:13,0,23.9,0,0,2,284
2024/9/24 6:53,0,23.9,0,0,2,186
2024/9/24 7:34,1,24.3,0,0,2,306
2024/9/24 8:14,0,24.9,0,0,2,336
2024/9/24 8:56,0,25.6,0,0,2,236
2024/9/24 9:36,2,25.6,0,0,2,410
2024/9/24 10:16,1,26.5,0,0,2,313
2024/9/24 10:57,1,26.7,0,0,2,323
2024/9/24 11:38,1,27.7,0,0,2,267
2024/9/24 12:18,1,27.8,0,0,2,214
2024/9/24 12:59,1,28.5,0,0,2,249
2024/9/24 13:39,1,28,0,0,2,227
2024/9/24 14:20,0,28.4,0,0,2,209
2024/9/24 15:01,1,28.1,0,0,2,161
2024/9/24 15:42,2,28.8,0,0,2,255
2024/9/24 16:22,1,28.9,0,0,2,274
2024/9/24 17:03,1,27.9,0,0,2,259
2024/9/24 17:44,2,28.5,0,0,2,304
2024/9/24 18:25,1,27.6,0,0,2,397
2024/9/24 19:06,2,26.9,0,0,2,315
2024/9/24 19:47,1,27.3,0,0,2,201
2024/9/24 20:27,3,27.3,0,0,2,337
2024/9/24 21:08,2,26.5,0,0,2,208
2024/9/24 21:49,2,25.7,0,0,2,276
2024/9/24 22:30,1,25.8,0,0,2,289
2024/9/24 23:11,0,24.5,0,0,2,255
2024/9/24 23:51,0,25.2,0,0,2,212
2024/9/25 0:31,2,24.4,0,0,3,205
2024/9/25 1:12,2,23.8,0,0,3,322
2024/9/25 1:53,0,23.5,0,0,3,191
2024/9/25 2:35,2,23.5,0,0,3,305
2024/9/25 3:16,3,23,0,0,3,277
2024/9/25 3:57,2,23,0,0,3,311
2024/9/25 4:37,0,24.1,0,0,3,209
2024/9/25 5:18,0,23.3,0,0,3,205
2024/9/25 5:59,1,24.5,0,0,3,329
2024/9/25 6:40,0,24.9,0,0,3,321
2024/9/25 7:21,0,24.3,0,0,3,399
2024/9/25 8:02,3,25.8,0,0,3,325
2024/9/25 8:42,2,25.2,0,0,3,298
2024/9/25 9:23,0,26,0,0,3,258
2024/9/25 10:04,2,27.1,0,0,3,181
2024/9/25 10:44,1,27.3,0,0,3,288
2024/9/25 11:25,2,27.3,0,0,3,361
2024/9/25 12:06,2,28.2,0,0,3,196
2024/9/25 12:46,2,28,0,0,3,318
2024/9/25 13:26,0,28.7,0,0,3,296
2024/9/25 14:07,0,28.7,0,0,3,272
2024/9/25 14:47,2,28.9,0,0,3,272
2024/9/25 15:29,1,28,0,0,3,319
2024/9/25 16:09,0,28.3,0,0,3,216
2024/9/25 16:50,2,28.6,0,0,3,242
2024/9/25 17:31,2,28.7,0,0,3,193
2024/9/25 18:11,0,27.9,0,0,3,318
2024/9/25 18:53,3,28,0,0,3,238
2024/9/25 19:33,2,26.7,0,0,3,182
2024/9/25 20:14,1,27,0,0,3,201
2024/9/25 20:55,1,27.1,0,0,3,257
2024/9/25 21:35,3,26.7,0,0,3,208
2024/9/25 22:15,1,25.3,0,0,3,245
2024/9/25 22:56,1,25.7,0,0,3,264
2024/9/25 23:36,0,24.4,0,0,3,324
2024/9/26 0:16,1,24.6,0,0,4,224
2024/9/26 0:57,3,24.7,0,0,4,236
2024/9/26 1:39,1,23.9,0,0,4,189
2024/9/26 2:20,3,24.2,0,0,4,219
2024/9/26 3:00,1,23,0,0,4,253
2024/9/26 3:40,1,23.6,0,0,4,305
2024/9/26 4:21,0,24,0,0,4,253
2024/9/26 5:02,3,23.3,0,0,4,264
2024/9/26 5:43,2,23.6,0,0,4,334
2024/9/26 6:24,0,24.5,0,0,4,193
2024/9/26 7:05,0,24.5,0,0,4,325
2024/9/26 7:45,3,24.9,0,0,4,303
2024/9/26 8:26,2,24.9,0,0,4,303
2024/9/26 9:07,1,25.6,0,0,4,314
2024/9/26 9:48,2,26.2,0,0,4,312
2024/9/26 10:29,1,27.1,0,0,4,197
2024/9/26 11:11,1,27.3,0,0,4,238
2024/9/26 11:52,0,27.5,0,0,4,262
2024/9/26 12:32,0,27.8,0,0,4,214
2024/9/26 13:13,3,28.7,0,0,4,250
2024/9/26 13:53,2,28.3,0,0,4,180
2024/9/26 14:34,2,28.7,0,0,4,195
2024/9/26 15:15,0,28.8,0,0,4,182
2024/9/26 15:56,3,28.3,0,0,4,232
2024/9/26 16:37,2,28.9,0,0,4,221
2024/9/26 17:17,0,27.7,0,0,4,254
2024/9/26 17:58,0,28.6,0,0,4,294
2024/9/26 18:38,2,27.8,0,0,4,273
2024/9/26 19:18,0,27.6,0,0,4,279
2024/9/26 19:59,1,26.8,0,0,4,226
2024/9/26 20:40,3,26.4,0,0,4,266
2024/9/26 21:21,3,25.5,0,0,4,186
2024/9/26 22:02,1,25.6,0,0,4,259
2024/9/26 22:42,1,25.9,0,0,4,315
2024/9/26 23:23,0,25.1,0,0,4,215
2024/9/27 0:03,0,24.2,0,0,5,292
2024/9/27 0:44,1,24.3,0,0,5,288
2024/9/27 1:25,2,23.4,0,0,5,182
2024/9/27 2:06,1,23.4,0,0,5,261
2024/9/27 2:47,1,23.8,0,0,5,324
2024/9/27 3:28,0,23.1,0,0,5,288
2024/9/27 4:08,1,24.2,0,0,5,308
2024/9/27 4:48,2,23.9,0,0,5,292
2024/9/27 5:30,1,24.2,0,0,5,301
2024/9/27 6:11,2,24,0,0,5,285
2024/9/27 6:51,0,24.2,0,0,5,285
2024/9/27 7:32,0,24.8,0,0,5,276
2024/9/27 8:13,2,25.1,0,0,5,292
2024/9/27 8:54,0,26,0,0,5,278
2024/9/27 9:34,1,26.6,0,0,5,193
2024/9/27 10:14,3,26.8,0,0,5,316
2024/9/27 10:55,2,27.3,0,0,5,264
2024/9/27 11:36,2,27.8,0,0,5,289
2024/9/27 12:16,0,27.7,0,0,5,339
2024/9/27 12:57,2,27.4,0,0,5,285
2024/9/27 13:37,3,27.7,0,0,5,329
2024/9/27 14:17,1,28.9,0,0,5,196
2024/9/27 14:57,2,27.9,0,0,5,234
2024/9/27 15:38,1,28.4,0,0,5,267
2024/9/27 16:19,2,28,0,0,5,289
2024/9/27 16:59,0,28.3,0,0,5,255
2024/9/27 17:39,2,28.8,0,0,5,281
2024/9/27 18:20,2,28.4,0,0,5,176
2024/9/27 19:00,2,27.8,0,0,5,273
2024/9/27 19:41,3,27.8,0,0,5,235
2024/9/27 20:22,0,26.3,0,0,5,298
2024/9/27 21:03,2,25.8,0,0,5,190
2024/9/27 21:44,0,25.8,0,0,5,326
2024/9/27 22:24,1,25.9,0,0,5,209
2024/9/27 23:05,0,24.4,0,0,5,184
2024/9/27 23:46,1,24.7,0,0,5,279
2024/9/28 0:26,0,24.1,0,2,6,244
2024/9/28 1:06,1,23.4,0,2,6,162
2024/9/28 1:47,1,23.4,0,2,6,172
2024/9/28 2:28,2,24.1,0,2,6,288
2024/9/28 3:08,2,23.1,0,2,6,227
2024/9/28 3:48,0,23.4,0,2,6,156
2024/9/28 4:29,1,24.1,0,2,6,241
2024/9/28 5:09,0,23.9,0,2,6,156
2024/9/28 5:49,2,23.6,0,2,6,269
2024/9/28 6:30,0,23.9,0,2,6,289
2024/9/28 7:10,2,25.3,0,2,6,250
2024/9/28 7:52,2,25.2,0,2,6,219
2024/9/28 8:33,1,25.2,0,2,6,186
2024/9/28 9:14,0,26.1,0,2,6,205
2024/9/28 9:55,2,25.8,0,2,6,181
2024/9/28 10:36,0,26.9,0,2,6,205
2024/9/28 11:17,0,27.9,0,2,6,212
2024/9/28 11:58,2,27,0,2,6,155
2024/9/28 12:39,3,28.1,0,2,6,256
2024/9/28 13:20,2,27.9,0,2,6,263
2024/9/28 14:01,2,28.8,0,2,6,239
2024/9/28 14:42,2,28.5,0,2,6,206
2024/9/28 15:24,2,29,0,2,6,179
2024/9/28 16:04,3,28.3,0,2,6,252
2024/9/28 16:45,1,28.5,0,2,6,237
2024/9/28 17:25,1,28.7,0,2,6,198
2024/9/28 18:06,1,28.3,0,2,6,212
2024/9/28 18:46,1,27.8,0,2,6,260
2024/9/28 19:27,1,26.9,0,2,6,244
2024/9/28 20:08,2,26.6,0,2,6,266
2024/9/28 20:49,1,26.5,0,2,6,169
2024/9/28 21:29,2,26.5,0,2,6,229
2024/9/28 22:09,2,25.3,0,2,6,202
2024/9/28 22:49,0,25.5,0,2,6,249
2024/9/28 23:31,2,24.5,0,2,6,179
2024/9/29 0:11,1,24.2,0,3,7,193
2024/9/29 0:51,2,24.4,0,3,7,193
2024/9/29 1:32,1,23.3,0,3,7,213
2024/9/29 2:12,3,23.1,0,3,7,187
2024/9/29 2:54,1,23.5,0,3,7,264
2024/9/29 3:34,1,23.7,0,3,7,192
2024/9/29 4:14,1,23.7,0,3,7,203
2024/9/29 4:55,2,23.1,0,3,7,170
2024/9/29 5:36,2,24.2,0,3,7,230
2024/9/29 6:17,3,23.8,0,3,7,265
2024/9/29 6:58,2,24,0,3,7,236
2024/9/29 7:39,0,24.7,0,3,7,200
2024/9/29 8:20,1,25.9,0,3,7,204
2024/9/29 9:01,2,26.5,0,3,7,253
2024/9/29 9:42,1,25.7,0,3,7,201
2024/9/29 10:22,1,26.4,0,3,7,186
2024/9/29 11:03,1,27.5,0,3,7,163
2024/9/29 11:43,0,26.8,0,3,7,209
2024/9/29 12:24,1,27.3,0,3,7,209
2024/9/29 13:05,3,27.7,0,3,7,281
2024/9/29 13:46,2,28.1,0,3,7,214
2024/9/29 14:26,1,28.5,0,3,7,226
2024/9/29 15:07,3,28.6,0,3,7,211
2024/9/29 15:48,2,28.3,0,3,7,280
2024/9/29 16:30,2,28.2,0,3,7,288
2024/9/29 17:10,0,28.8,0,3,7,274
2024/9/29 17:51,1,27.9,0,3,7,213
2024/9/29 18:32,2,28.2,0,3,7,154
2024/9/29 19:13,2,27.5,0,3,7,171
2024/9/29 19:53,0,27.8,0,3,7,184
2024/9/29 20:34,2,26.9,0,3,7,156
2024/9/29 21:15,1,25.8,0,3,7,215
2024/9/29 21:55,1,26,0,3,7,190
2024/9/29 22:35,2,25.1,0,3,7,228
2024/9/29 23:15,2,25.1,0,3,7,277
2024/9/29 23:56,2,24.3,0,3,7,264
2024/9/30 0:37,2,23.9,0,3,1,287
2024/9/30 1:19,1,24.4,0,3,1,223
2024/9/30 1:59,1,24.4,0,3,1,230
2024/9/30 2:40,2,23.7,0,3,1,229
2024/9/30 3:21,2,23.7,0,3,1,206
2024/9/30 4:02,1,23.9,0,3,1,196
2024/9/30 4:42,0,23.3,0,3,1,200
2024/9/30 5:23,1,23.5,0,3,1,271
2024/9/30 6:03,2,24.5,0,3,1,303
2024/9/30 6:44,1,24.7,0,3,1,312
2024/9/30 7:25,0,25.2,0,3,1,241
2024/9/30 8:06,2,25.3,0,3,1,220
2024/9/30 8:47,2,25.6,0,3,1,219
2024/9/30 9:28,2,25.4,0,3,1,369
2024/9/30 10:10,0,27,0,3,1,252
2024/9/30 10:50,0,26.3,0,3,1,272
2024/9/30 11:32,2,27.4,0,3,1,330
2024/9/30 12:12,3,27.7,0,3,1,264
2024/9/30 12:53,1,27.6,0,3,1,180
2024/9/30 13:33,2,27.7,0,3,1,241
2024/9/30 14:14,1,28.8,0,3,1,334
2024/9/30 14:55,2,28.3,0,3,1,263
2024/9/30 15:35,3,28.1,0,3,1,210
2024/9/30 16:15,1,28,0,3,1,272
2024/9/30 16:55,2,28.4,0,3,1,356
2024/9/30 17:35,0,27.9,0,3,1,384
2024/9/30 18:15,0,27.1,0,3,1,381
2024/9/30 18:56,0,27.1,0,3,1,217
2024/9/30 19:37,2,27.8,0,3,1,289
2024/9/30 20:18,0,26.3,0,3,1,242
2024/9/30 20:58,2,26.4,0,3,1,245
2024/9/30 21:39,2,25.9,0,3,1,258
2024/9/30 22:20,0,25.3,0,3,1,331
2024/9/30 23:00,1,24.3,0,3,1,247
2024/9/30 23:41,2,25,0,3,1,221
2024/10/1 0:21,0,21.7,1,3,2,201
2024/10/1 1:02,2,20.8,1,3,2,203
2024/10/1 1:42,2,20.7,1,3,2,262
2024/10/1 2:23,3,20,1,3,2,206
2024/10/1 3:04,1,20.9,1,3,2,177
2024/10/1 3:44,0,20.9,1,3,2,204
2024/10/1 4:25,2,20.7,1,3,2,225
2024/10/1 5:06,1,21.4,1,3,2,256
2024/10/1 5:48,2,20.3,1,3,2,194
2024/10/1 6:29,1,21.3,1,3,2,198
2024/10/1 7:10,2,21.8,1,3,2,219
2024/10/1 7:51,0,21.2,1,3,2,323
2024/10/1 8:32,0,22.2,1,3,2,210
2024/10/1 9:14,1,23.5,1,3,2,167
2024/10/1 9:55,0,23.2,1,3,2,234
2024/10/1 10:35,0,23.3,1,3,2,216
2024/10/1 11:15,2,24.7,1,3,2,156
2024/10/1 11:56,0,24.2,1,3,2,256
2024/10/1 12:37,1,24.5,1,3,2,251
2024/10/1 13:17,2,25.2,1,3,2,205
2024/10/1 13:58,2,25.6,1,3,2,262
2024/10/1 14:39,0,25.7,1,3,2,168
2024/10/1 15:19,2,25.2,1,3,2,181
2024/10/1 16:00,2,25.4,1,3,2,165
2024/10/1 16:40,1,25.2,1,3,2,242
2024/10/1 17:20,2,25,1,3,2,201
2024/10/1 18:01,2,24.3,1,3,2,204
2024/10/1 18:41,1,25.3,1,3,2,266
2024/10/1 19:22,1,23.8,1,3,2,238
2024/10/1 20:03,1,23.3,1,3,2,251
2024/10/1 20:44,2,23.5,1,3,2,265
2024/10/1 21:25,2,23.5,1,3,2,182
2024/10/1 22:06,1,22.6,1,3,2,246
2024/10/1 22:48,2,22.8,1,3,2,145
2024/10/1 23:28,1,21.9,1,3,2,207
2024/10/2 0:09,1,18.9,1,1,3,158
2024/10/2 0:49,1,19.9,1,1,3,143
2024/10/2 1:30,1,20.1,1,1,3,155
2024/10/2 2:11,2,18.6,1,1,3,236
2024/10/2 2:52,1,18.8,1,1,3,197
2024/10/2 3:33,0,18.6,1,1,3,233
2024/10/2 4:14,2,18.1,1,1,3,204
2024/10/2 4:56,1,17.9,1,1,3,218
2024/10/2 5:36,3,18.4,1,1,3,137
2024/10/2 6:16,0,19,1,1,3,211
2024/10/2 6:57,1,18.6,1,1,3,185
2024/10/2 7:38,1,20.8,1,1,3,177
2024/10/2 8:19,2,21.1,1,1,3,169
2024/10/2 9:00,0,21.5,1,1,3,177
2024/10/2 9:40,0,22.2,1,1,3,169
2024/10/2 10:21,1,22.5,1,1,3,183
2024/10/2 11:02,1,23.1,1,1,3,128
2024/10/2 11:42,2,22.9,1,1,3,171
2024/10/2 12:23,0,23.7,1,1,3,271
2024/10/2 13:03,1,22.6,1,1,3,154
2024/10/2 13:43,3,23.6,1,1,3,187
2024/10/2 14:24,2,22.8,1,1,3,206
2024/10/2 15:05,3,23,1,1,3,210
2024/10/2 15:45,0,23.5,1,1,3,186
2024/10/2 16:26,0,24,1,1,3,135
2024/10/2 17:07,0,23,1,1,3,185
2024/10/2 17:47,3,23.6,1,1,3,180
2024/10/2 18:27,2,23.6,1,1,3,197
2024/10/2 19:08,0,22.2,1,1,3,188
2024/10/2 19:50,1,21.4,1,1,3,187
2024/10/2 20:31,0,21.2,1,1,3,138
2024/10/2 21:12,0,21.4,1,1,3,228
2024/10/2 21:52,1,20.4,1,1,3,165
2024/10/2 22:32,3,21.4,1,1,3,229
2024/10/2 23:14,3,20.5,1,1,3,184
2024/10/2 23:54,2,20.5,1,1,3,186
2024/10/3 0:35,1,21.1,1,2,4,223
2024/10/3 1:16,1,19.6,1,2,4,152
2024/10/3 1:57,1,20.6,1,2,4,260
2024/10/3 2:38,1,20.4,1,2,4,268
